2.128494655736373087e+00,2.336183044076109105e+00,1.648871175389933441e+00,1.269794296265255085e+00,1.262476500833118465e+00,1.229742442278118908e-01,1.227567220846665919e-01
1.223277837268604173e+00,1.336350092446200399e+00,1.191471644582929645e+00,8.481951122924777930e-01,7.316489443202758292e-01,6.656428728295371577e-02,6.634527488976305065e-02
7.278538008451673758e-01,7.984661054898554156e-01,1.085148752596347688e+00,6.659480521076401871e-01,4.310592075995096639e-01,3.591548403353717056e-02,3.555215085586138635e-02
4.232838179862745687e-01,4.659767429925507631e-01,1.163545866003547147e+00,6.497406694171627972e-01,2.565681117460023586e-01,1.951385449360287794e-02,1.888311169540535239e-02
2.410919663616337694e-01,2.651541523554392654e-01,1.314051687599167906e+00,7.578591586175988937e-01,1.629505560585884361e-01,1.108137600914127496e-02,9.964035346091026923e-03
1.366834376471581791e-01,1.483774814761389393e-01,1.556171629930828360e+00,9.472708783148318101e-01,1.229787273558882177e-01,7.251811050608347742e-03,5.236199443700240153e-03
8.010274574944986625e-02,8.290836769752529811e-02,1.317524563063703358e+00,1.150058462555404670e+00,1.231626671297219033e-01,6.444322746324449014e-03,2.750356270190490449e-03
5.303970441162775273e-02,4.783381455708224372e-02,1.389757656569922784e+00,1.299185011993272187e+00,1.624322546221996788e-01,8.319689892552162291e-03,1.457002321555433966e-03
4.601279314991213454e-02,3.076508265005606368e-02,1.377254134521831652e+00,1.317613780381059474e+00,2.512875299124905926e-01,1.370562975003686290e-02,8.005964153117162141e-04
5.681362852037352695e-02,2.512847022421516030e-02,3.709856248681060453e-01,1.249748236621798014e+00,4.066481273911977112e-01,2.504899957742523497e-02,4.955836247191314214e-04
9.142601247417769805e-02,2.846871930867811429e-02,4.750874328502232569e-01,3.280658935925384601e-01,6.383693265058052457e-01,4.770530438392839301e-02,4.080100022341159871e-04
1.695920149711906966e-01,4.192841304652317191e-02,1.233054430227690457e+00,5.475136209357771566e-01,8.869792771509592555e-01,9.272447516863335792e-02,4.992577707374490359e-04
3.359394797191397330e-01,7.125383260593998180e-02,7.435605074177731311e-03,8.558505692669404752e-01,9.271713984159355437e-01,1.812453898808352726e-01,8.105570724528110560e-04
6.551394009825286524e-01,1.302973483267895194e-01,4.785721625190730855e-01,9.555976586331000888e-01,1.122153730089398227e+00,3.435270064499211795e-01,1.483146553790337663e-03
1.152658893968333320e+00,2.480636425734856765e-01,8.260637099793244342e-01,1.956045642538779106e+00,1.174729767657990642e+00,5.883835284740130955e-01,2.824363851691602534e-03
